Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Timber Magnate","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119098582/timber-magnate,2.3,-1,"Sport, TR",5.7+,1,30,47.43101,-121.62698
"99 Grit","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106422486/99-grit,2.3,-1,"Sport, TR",5.8+,1,30,47.43101,-121.62698
"Chica Rapida","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106422580/chica-rapida,2.3,-1,"Sport, TR",5.9,1,35,47.43101,-121.62698
"Magnetic Anomaly","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106760950/magnetic-anomaly,1.5,-1,"Sport, TR",5.9,1,30,47.43101,-121.62698
"Grit Your Teeth","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124618796/grit-your-teeth,2.3,-1,"Sport, TR",5.9+,1,40,47.43101,-121.62698
"Keep Your Distance","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120923850/keep-your-distance,2.6,-1,"Sport, TR",5.10a,1,40,47.43101,-121.62698
"Tiny Divots","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118862004/tiny-divots,2.2,-1,"Sport, TR",5.10-,1,30,47.43101,-121.62698
"Booty Squirrel","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106428365/booty-squirrel,2.5,-1,Sport,5.10c,1,35,47.43101,-121.62698
"A Girl's Best Friend","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106428381/a-girls-best-friend,2.4,-1,"Sport, TR",5.11b,1,35,47.43101,-121.62698
"Rough Cut","Gritscone > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106815495/rough-cut,2.4,-1,"Sport, TR",5.11c/d,1,30,47.43101,-121.62698
"Eating Dust","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107783762/eating-dust,1.2,-1,Sport,5.5,1,35,47.43046,-121.6209
"Eating Rocks","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107783754/eating-rocks,1.0,-1,Sport,5.6,1,35,47.43046,-121.6209
"Midnight Scrambler","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108172281/midnight-scrambler,1.8,-1,Sport,5.6,1,50,47.43046,-121.6209
Swerve,"Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110576304/swerve,1.9,-1,Sport,5.6,1,35,47.43046,-121.6209
"In the Middle Again","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119295001/in-the-middle-again,1.8,-1,Sport,5.6,1,40,47.43046,-121.6209
"Ruby's Ridge","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122433496/rubys-ridge,2.6,-1,Sport,5.7,4,250,47.43046,-121.6209
"Light-Headed Again","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756663/light-headed-again,2.0,-1,Sport,5.7,1,40,47.43046,-121.6209
Swarm,"Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756673/swarm,2.0,-1,Sport,5.7,1,50,47.43046,-121.6209
"Nocturnal Remission","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108172312/nocturnal-remission,2.3,-1,Sport,5.7,1,50,47.43046,-121.6209
Insomniac,"Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107783765/insomniac,3.0,-1,Sport,5.8,1,90,47.43046,-121.6209
"Carnage Before Bedtime","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756696/carnage-before-bedtime,2.4,-1,Sport,5.9+,1,50,47.43046,-121.6209
Railway,"Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118134401/railway,2.8,-1,Sport,5.10b,2,160,47.43046,-121.6209
Raceway,"Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118134488/raceway,2.3,-1,Sport,"5.10b PG13",1,80,47.43046,-121.6209
"As the Apocalypse Revs Up","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119246815/as-the-apocalypse-revs-up,2.0,-1,Sport,5.10b,1,30,47.43046,-121.6209
"Silent Service","Headlight Point > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106473867/silent-service,2.8,-1,Sport,5.11b/c,1,40,47.43046,-121.6209
"Kiss of the Crowbar","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106533648/kiss-of-the-crowbar,2.7,-1,Sport,5.7,1,90,47.43073,-121.62087
"Tunnel of Love/Delightful Cacophony Funneled Within","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106900406/tunnel-of-lovedelightful-cacophony-funneled-within,2.3,-1,Sport,5.8,1,60,47.43073,-121.62087
"Impartial Eclipse","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107783773/impartial-eclipse,2.6,-1,Sport,5.8,1,65,47.43073,-121.62087
"The Ruins Of War","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109389334/the-ruins-of-war,2.1,-1,Sport,5.8,1,60,47.43073,-121.62087
"Ghosts Of War","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109389437/ghosts-of-war,1.4,-1,Sport,5.8,1,50,47.43073,-121.62087
EB-5,"Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109389488/eb-5,2.6,-1,Sport,5.8,1,70,47.43073,-121.62087
"Attack of the Butter Knives","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118657973/attack-of-the-butter-knives,2.5,-1,Sport,5.8,1,75,47.43073,-121.62087
"Violent Threats From The Guidebook Bully","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756712/violent-threats-from-the-guidebook-bully,1.8,-1,Sport,5.9,1,50,47.43073,-121.62087
"Piece Maker","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109389471/piece-maker,1.4,-1,Sport,5.9,1,40,47.43073,-121.62087
"Ellie's Sweet Kiss","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523720/ellies-sweet-kiss,2.8,-1,Sport,5.9+,1,75,47.43073,-121.62087
"Missing the Taco","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523736/missing-the-taco,2.7,-1,Sport,5.10a,1,70,47.43073,-121.62087
"Lip Service/Phone Threats","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106900418/lip-servicephone-threats,2.3,-1,Sport,5.10a,1,60,47.43073,-121.62087
"Space Face","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523693/space-face,2.8,-1,Sport,5.10c,1,60,47.43073,-121.62087
"Strategic Placement","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523698/strategic-placement,2.8,-1,Sport,5.10c,1,80,47.43073,-121.62087
Hurricane,"Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107787753/hurricane,2.8,-1,Sport,5.10c,1,40,47.43073,-121.62087
Displacement,"Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122848066/displacement,3.3,-1,Sport,5.10c/d,1,85,47.43073,-121.62087
"Cat 5: Gutter Grab","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/122847411/cat-5-gutter-grab,1.6,-1,Sport,5.11a,1,80,47.43073,-121.62087
"Sorry, We Came Early","Eastern Block > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118834329/sorry-we-came-early,2.7,-1,Sport,5.11b,1,60,47.43073,-121.62087
"Jersey Barrier","Off Ramp > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107615007/jersey-barrier,1.8,-1,Sport,5.9-,1,50,47.43063,-121.62084
"Hit and Run","Off Ramp > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523740/hit-and-run,2.3,-1,Sport,5.9,1,45,47.43063,-121.62084
"Boys Drool","Off Ramp > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523745/boys-drool,2.5,-1,Sport,5.10a,1,60,47.43063,-121.62084
"Infinite Realities Resuming After Break","Off Ramp > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121021246/infinite-realities-resuming-after-break,1.4,-1,Sport,5.10a,1,40,47.43063,-121.62084
"Girls Rule!","Off Ramp > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106523749/girls-rule,2.5,-1,Sport,5.10b,1,60,47.43063,-121.62084
"Sumptuous Bits","Squishy Bell > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108391922/sumptuous-bits,1.5,-1,"Sport, TR",5.5,1,30,47.43104,-121.62112
Catatonic,"Squishy Bell > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108391911/catatonic,1.6,-1,"Sport, TR",5.7,1,20,47.43104,-121.62112
"Winter Rushing In","Squishy Bell > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108391917/winter-rushing-in,2.4,-1,"Sport, TR",5.8,1,30,47.43104,-121.62112
"November Glaze","Squishy Bell > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108315001/november-glaze,2.7,-1,"Sport, TR",5.9,1,30,47.43104,-121.62112
"Rail Road","Mirror Wall > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114554469/rail-road,2.7,-1,Sport,5.10c,1,40,47.43038,-121.62066
"Angular Momentum","Mirror Wall > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115141949/angular-momentum,3.0,-1,Sport,5.10d,1,65,47.43038,-121.62066
"A Summer Bled from Human Mirrors","Mirror Wall > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117064856/a-summer-bled-from-human-mirrors,0.8,-1,Sport,5.11a,1,45,47.43038,-121.62066
Snaggletooth,"Mirror Wall > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117830028/snaggletooth,3.1,-1,Sport,5.11b,1,50,47.43038,-121.62066
"Third Stone from the Sun","Mirror Wall > Interstate Park > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117830057/third-stone-from-the-sun,3.6,-1,Sport,5.11c,1,50,47.43038,-121.62066
"Rising on the River Sun","Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109373089/rising-on-the-river-sun,1.9,-1,Sport,5.4,1,50,47.43036,-121.62226
"Simply Irresistible","Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106521687/simply-irresistible,1.8,-1,Sport,5.5,1,75,47.43036,-121.62226
"Perfect Harmony","Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106521698/perfect-harmony,2.4,-1,Sport,5.5,2,180,47.43036,-121.62226
"A Solar Sheet Once Filtered","Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120505985/a-solar-sheet-once-filtered,2.0,-1,Sport,5.5,1,35,47.43036,-121.62226
"Sun Baby","Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120506003/sun-baby,1.5,-1,Sport,5.5,1,35,47.43036,-121.62226
Unknown,"Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120541422/unknown,1.3,-1,"Sport, TR",5.6,1,15,47.43036,-121.62226
Happiness,"Sunshine Vista (Easy Street) > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106521705/happiness,2.1,-1,Sport,5.6,1,85,47.43036,-121.62226
Tweedledum,"Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110875810/tweedledum,2.0,-1,Sport,5.8,1,30,47.43233,-121.61838
"Solar Corner","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116992959/solar-corner,2.3,-1,Sport,5.8+,1,65,47.43233,-121.61838
"The Sun Will Never Rise Again","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108313345/the-sun-will-never-rise-again,2.9,-1,Sport,5.9,1,45,47.43233,-121.61838
Wonky,"Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110875831/wonky,2.3,-1,Sport,5.10a,1,50,47.43233,-121.61838
Boondoggle,"Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110879665/boondoggle,2.3,-1,Sport,5.10b,1,60,47.43233,-121.61838
"Sun Rise Forever","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/116992988/sun-rise-forever,2.7,-1,Sport,5.10b,1,55,47.43233,-121.61838
Bamboozled,"Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110876010/bamboozled,2.8,-1,Sport,5.10+,1,60,47.43233,-121.61838
Heebie-Jeebies,"Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110876025/heebie-jeebies,1.3,-1,Sport,5.10+,1,60,47.43233,-121.61838
"The Winter of my Discount Tent","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110884509/the-winter-of-my-discount-tent,2.7,-1,Sport,5.10+,1,80,47.43233,-121.61838
"Seismic Mardi Gras","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108507946/seismic-mardi-gras,2.1,-1,Sport,5.10+,1,28,47.43233,-121.61838
"Winter Walk Within","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108508017/winter-walk-within,2.8,-1,Sport,5.10+,1,55,47.43233,-121.61838
"Not the Obvious Gully","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114343639/not-the-obvious-gully,2.6,-1,Sport,5.11a,1,40,47.43233,-121.61838
"Industrial Strength","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110884720/industrial-strength,2.0,-1,Sport,5.11,1,25,47.43233,-121.61838
"Of Gossamer Shrouds","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108507958/of-gossamer-shrouds,1.5,-1,Sport,5.11b/c,1,35,47.43233,-121.61838
"Becky's Bulge","Winter Block > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118590120/beckys-bulge,3.0,-1,Sport,5.12b,1,40,47.43233,-121.61838
Hangman,"Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109404453/hangman,2.1,-1,Sport,5.10a,1,100,47.43114,-121.62
"Crouching Tiger","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399825/crouching-tiger,3.2,-1,Sport,5.10c,1,70,47.43114,-121.62
"Science Friction","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399811/science-friction,2.7,-1,Sport,5.11a,1,50,47.43114,-121.62
"Free Radical","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399701/free-radical,3.7,-1,Sport,5.11a/b,1,100,47.43114,-121.62
"Hidden Dragon","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399831/hidden-dragon,3.8,-1,Sport,5.11c,1,100,47.43114,-121.62
Hypertension,"Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399837/hypertension,2.3,-1,Sport,5.12a,1,100,47.43114,-121.62
Skullduggery,"Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399944/skullduggery,4.0,-1,Sport,5.12b,1,40,47.43114,-121.62
"Blade Runner","Shangri-La > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109399939/blade-runner,3.9,-1,Sport,5.12c,1,40,47.43114,-121.62
"Party Girl","(c) Slabbage Patch > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106422616/party-girl,1.6,-1,Sport,5.7,1,50,47.43252,-121.6242
"Siamese Dream","(c) Slabbage Patch > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106422623/siamese-dream,2.6,-1,Sport,5.9,1,60,47.43252,-121.6242
"Nature Boy","(c) Slabbage Patch > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109449475/nature-boy,2.3,-1,Sport,5.9,1,50,47.43252,-121.6242
"The Girl Next Door","(c) Slabbage Patch > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109449567/the-girl-next-door,1.7,-1,Sport,5.10a,1,60,47.43252,-121.6242
"The Friendly Neighbors","(c) Slabbage Patch > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109449590/the-friendly-neighbors,2.6,-1,Sport,5.10a,1,60,47.43252,-121.6242
"Chain Gain","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107236346/chain-gain,2.0,-1,Sport,5.8,1,40,47.43265,-121.62504
"Shelf Service","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107236351/shelf-service,2.1,-1,Sport,5.10a,1,40,47.43265,-121.62504
"Rhino Relief","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108604660/rhino-relief,2.3,-1,Sport,5.10a,2,100,47.43265,-121.62504
"Controlled Bleeding","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507827/controlled-bleeding,2.3,-1,Sport,5.10b,1,50,47.43265,-121.62504
"Mr. Fixit","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107236355/mr-fixit,2.6,-1,Sport,5.10d,1,90,47.43265,-121.62504
"Jugular Vein","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756747/jugular-vein,3.0,-1,Sport,5.10d,1,45,47.43265,-121.62504
"Give Until It Hurts","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756766/give-until-it-hurts,2.5,-1,Sport,5.11a,1,40,47.43265,-121.62504
[Redacted],"(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107691836/redacted,3.0,-1,Sport,5.11b,1,80,47.43265,-121.62504
"Complete Overhaul","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507818/complete-overhaul,3.3,-1,Sport,5.11b,1,80,47.43265,-121.62504
Ghost,"(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507805/ghost,2.8,-1,Sport,5.12c,1,50,47.43265,-121.62504
"Green Lantern","(a) Relief Camp > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507809/green-lantern,2.0,-1,Sport,5.12c,1,60,47.43265,-121.62504
"False Pretenses","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110813747/false-pretenses,1.5,-1,Sport,5.7,1,35,47.43252,-121.62477
"On The Outskirts","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110813909/on-the-outskirts,1.6,-1,Sport,5.8,1,80,47.43252,-121.62477
"Corner's Inquest","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107705212/corners-inquest,1.9,-1,Sport,5.8,1,40,47.43252,-121.62477
"Cornery Bypass","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107705217/cornery-bypass,1.7,-1,Sport,5.8,1,40,47.43252,-121.62477
Endrun,"(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109449546/endrun,2.3,-1,Sport,5.9,1,130,47.43252,-121.62477
"Toying With My Afflictions","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107705222/toying-with-my-afflictions,2.4,-1,Sport,5.10a,1,60,47.43252,-121.62477
"Toying with My Affections","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507842/toying-with-my-affections,2.2,-1,Sport,5.10a,1,80,47.43252,-121.62477
"Sheltered Upbringing","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108276197/sheltered-upbringing,2.8,-1,Sport,5.10b,1,60,47.43252,-121.62477
"Stretcher Case","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110813924/stretcher-case,1.0,-1,Sport,5.10c/d,1,30,47.43252,-121.62477
Foreplay,"(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/112127814/foreplay,2.6,-1,Sport,5.11a,1,65,47.43252,-121.62477
Moreplay,"(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507848/moreplay,2.0,-1,Sport,5.11a,1,70,47.43252,-121.62477
Offspring,"(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107705226/offspring,3.1,-1,Sport,5.12a,1,60,47.43252,-121.62477
