Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
Flubber,"(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107756726/flubber,2.3,-1,Sport,5.12b,1,60,47.43252,-121.62477
"Hovering Mother","(b) Motherland > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114507860/hovering-mother,3.0,-1,Sport,5.12b,1,60,47.43252,-121.62477
"Solar Buckets","(d) McClellan Vista > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626116/solar-buckets,1.6,-1,Sport,5.7,1,40,47.4322,-121.62341
"Happy Anniversary","(d) McClellan Vista > Overhaul Area > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120759431/happy-anniversary,2.1,-1,Sport,5.10b,1,35,47.4322,-121.62341
"Happily Ever After","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626189/happily-ever-after,2.5,-1,Sport,5.6,1,30,47.42933,-121.62299
"Little Grit","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626171/little-grit,1.4,-1,Sport,5.7,1,25,47.42933,-121.62299
"Mountain Valley Highway","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119109729/mountain-valley-highway,2.5,-1,Sport,5.8,1,40,47.42933,-121.62299
"Endless Love","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626212/endless-love,2.5,-1,Sport,5.9,1,35,47.42933,-121.62299
"I Like It","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626225/i-like-it,1.2,-1,Sport,5.9,1,25,47.42933,-121.62299
"Interstate Ridge","Truck Town > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626236/interstate-ridge,2.8,-1,Sport,5.9,1,55,47.42933,-121.62299
"Dirty Harry","Dirty Harry's Rest Stop > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120770172/dirty-harry,1.0,-1,"Trad, TR",5.4,1,30,47.43185,-121.62263
"Washington Trails","Dirty Harry's Rest Stop > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117626278/washington-trails,1.3,-1,"Trad, TR",5.6,1,30,47.43185,-121.62263
"Black Kitty Curtain","The Cirque > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125247317/black-kitty-curtain,2.0,-1,"Sport, TR",5.10a,1,35,47.43011,-121.62185
"The Minotaur","The Cirque > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118589323/the-minotaur,3.0,-1,Sport,5.11b/c,1,50,47.43011,-121.62185
"Franklin's Tower","The Cirque > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118589298/franklins-tower,2.4,-1,Sport,5.12a,1,30,47.43011,-121.62185
"Ship of Fools","The Cirque > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118589332/ship-of-fools,2.0,-1,Sport,5.12c,1,30,47.43011,-121.62185
"Original Route","Ira Spring Crag > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120817683/original-route,2.0,-1,Sport,5.7,1,80,47.42495,-121.57839
"Granito Bandito","Ira Spring Crag > Far Side > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120817696/granito-bandito,3.0,-1,Sport,5.7,1,80,47.42495,-121.57839
Lush,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512298/lush,1.7,-1,Sport,5.8,1,80,47.43982,-121.67578
"Just Because You're Paranoid Doesn't Mean They Are Not After You","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512307/just-because-youre-paranoid-doesnt-mean-they-are-not-after-you,2.0,-1,Sport,5.8,1,80,47.43982,-121.67578
Luscious,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512286/luscious,2.5,-1,Sport,5.9,1,80,47.43982,-121.67578
Trappline,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512281/trappline,2.4,-1,Sport,5.10a,1,80,47.43982,-121.67578
"80% Veg","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123028779/80-veg,2.0,-1,Sport,5.10,1,40,47.43982,-121.67578
"Princess Pocket Lover","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123215162/princess-pocket-lover,2.0,-1,Sport,5.11-,1,40,47.43982,-121.67578
"Thicc Boi","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123043827/thicc-boi,2.8,-1,Sport,5.11c,1,45,47.43982,-121.67578
Giant,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/105798204/giant,3.3,-1,Sport,5.11c,1,40,47.43982,-121.67578
"Giant Boi (Linkup)","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123064159/giant-boi-linkup,3.0,-1,Sport,5.11c/d,1,45,47.43982,-121.67578
"100% Beef","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512313/100-beef,2.4,-1,Sport,5.11d,1,40,47.43982,-121.67578
"Mr. Big","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107283433/mr-big,3.4,-1,Sport,5.12a,1,50,47.43982,-121.67578
"Mrs. Thicc (linkup)","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123043853/mrs-thicc-linkup,4.0,-1,Sport,5.12a,1,55,47.43982,-121.67578
"Big Thicc (Linkup)","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123064184/big-thicc-linkup,3.5,-1,Sport,5.12-,1,55,47.43982,-121.67578
"S.T.D. Route","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123065448/std-route,2.0,-1,Sport,5.12b,1,40,47.43982,-121.67578
Cyanide,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107274161/cyanide,3.5,-1,Sport,5.12b,1,45,47.43982,-121.67578
"Bikini Girls with Turbo Drills","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108512415/bikini-girls-with-turbo-drills,1.8,-1,Sport,5.12b,1,35,47.43982,-121.67578
"Positive Vibrations","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108513040/positive-vibrations,2.0,-1,Sport,5.12d,1,40,47.43982,-121.67578
"Shih Tzu Jiu-Jitsu 25: Skyfall","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124697202/shih-tzu-jiu-jitsu-25-skyfall,3.5,-1,Sport,5.12d,1,45,47.43982,-121.67578
"Suicide by Cyanide (linkup)","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/125132260/suicide-by-cyanide-linkup,3.0,-1,Sport,5.12d,1,45,47.43982,-121.67578
"Acid Rock","Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108513051/acid-rock,2.5,-1,Sport,5.13a,1,50,47.43982,-121.67578
Spartacus,"Club Paradiso / The Actual Cave > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108513063/spartacus,2.8,-1,Sport,5.13a,1,50,47.43982,-121.67578
Sodflesh,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006911/sodflesh,2.1,-1,Sport,5.9,1,40,47.43994,-121.67544
Iguanarama,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006900/iguanarama,3.1,-1,Sport,5.10a,1,65,47.43994,-121.67544
"Q.D. Pie","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107283419/qd-pie,1.6,-1,Sport,5.10a,1,30,47.43994,-121.67544
"Radioactive Decay","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107283409/radioactive-decay,2.4,-1,Sport,5.10b,1,50,47.43994,-121.67544
"I Remember Drooling","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107283413/i-remember-drooling,2.9,-1,Sport,5.10b,1,55,47.43994,-121.67544
"Laceration of the Soul","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108299704/laceration-of-the-soul,2.6,-1,Sport,5.10b,1,70,47.43994,-121.67544
"Firewalk on Me","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108514363/firewalk-on-me,2.6,-1,Sport,5.10b/c,1,35,47.43994,-121.67544
"Ten-ish Ooze","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006916/ten-ish-ooze,1.8,-1,Sport,5.10c,1,35,47.43994,-121.67544
Tropicana,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106210609/tropicana,3.2,-1,Sport,5.10c,1,75,47.43994,-121.67544
"Scrubbing Neon","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107655977/scrubbing-neon,2.3,-1,Sport,5.10c,1,45,47.43994,-121.67544
"Drier Adhesive to the Corporeal Abyss","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006906/drier-adhesive-to-the-corporeal-abyss,2.3,-1,Sport,5.10d,1,55,47.43994,-121.67544
"Paste Human","Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107805310/paste-human,2.2,-1,Sport,5.10d,1,55,47.43994,-121.67544
Arbo-Reality,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108347396/arbo-reality,2.9,-1,Sport,5.10d,1,75,47.43994,-121.67544
Primus,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006893/primus,3.3,-1,Sport,5.11a,1,65,47.43994,-121.67544
Enema,"Amazonia > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108514374/enema,1.7,-1,Sport,5.11a,1,30,47.43994,-121.67544
Semi-Tough,"Semi-Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006929/semi-tough,1.3,-1,Sport,5.9,1,35,47.44099,-121.67963
Semi-Suite,"Semi-Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106006924/semi-suite,2.0,-1,Sport,5.11a,1,35,47.44099,-121.67963
Semi-Automatic,"Semi-Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118668483/semi-automatic,1.3,-1,Sport,5.11b,1,35,47.44099,-121.67963
Semian-Consciousness,"Semi-Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118668546/semian-consciousness,2.0,-1,Sport,5.11c,1,45,47.44099,-121.67963
"A Summer Known as Fall","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589421/a-summer-known-as-fall,2.3,-1,Sport,5.8,1,60,47.43779,-121.68176
"The Owl","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589461/the-owl,1.9,-1,Sport,5.8,1,30,47.43779,-121.68176
"Peanut Brittle","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589465/peanut-brittle,1.6,-1,Sport,5.8,1,30,47.43779,-121.68176
"A Castle so Crystal Clear","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589489/a-castle-so-crystal-clear,2.4,-1,Sport,5.8,1,40,47.43779,-121.68176
"Through the Darkness of Future's Past","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589519/through-the-darkness-of-futures-past,1.7,-1,Sport,5.8,1,50,47.43779,-121.68176
"Killer Bob","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589449/killer-bob,2.9,-1,Sport,5.9,1,50,47.43779,-121.68176
Awannaduya,"Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589495/awannaduya,2.4,-1,Sport,5.9,1,60,47.43779,-121.68176
"Never Was A Cowgirl","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589469/never-was-a-cowgirl,1.5,-1,Sport,5.9+,1,20,47.43779,-121.68176
Gallivant,"Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589426/gallivant,2.8,-1,"Sport, TR",5.10a,1,60,47.43779,-121.68176
"What Does Bob Want?","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589412/what-does-bob-want,1.8,-1,Sport,5.10d,1,30,47.43779,-121.68176
"The Bitches Love Dayhiking","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108301624/the-bitches-love-dayhiking,2.1,-1,Sport,5.10d,1,30,47.43779,-121.68176
"The Magician Longs to See","Peannacle Point > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106589509/the-magician-longs-to-see,2.3,-1,Sport,5.12a,1,50,47.43779,-121.68176
"Stairway to Heavin'","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110704943/stairway-to-heavin,2.8,-1,Sport,5.10a,1,50,47.43718,-121.68649
"Rock Party Vagabond","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110705119/rock-party-vagabond,1.8,-1,Sport,5.10c,1,75,47.43718,-121.68649
"Traverse to the Hole","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110705112/traverse-to-the-hole,2.3,-1,Sport,5.11a,1,75,47.43718,-121.68649
"Wicked Witch of the West","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/115431651/wicked-witch-of-the-west,2.6,-1,Sport,5.11b,1,75,47.43718,-121.68649
"My Sorrow Bleeds With Such Delight","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110704977/my-sorrow-bleeds-with-such-delight,3.9,-1,Sport,5.12a,1,60,47.43718,-121.68649
"Empty Martyr Breeding Room","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110705140/empty-martyr-breeding-room,3.8,-1,Sport,5.12a/b,1,55,47.43718,-121.68649
"And Empty It Remains","Valley View West > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/121235857/and-empty-it-remains,3.5,-1,Sport,5.12c,1,50,47.43718,-121.68649
"Chainsaw Chalupa","Chainsaw Wall > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108521859/chainsaw-chalupa,1.9,-1,"Sport, TR",5.8,1,40,47.43791,-121.68156
"Texas Chainsaw Cheerleaders","Chainsaw Wall > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108521854/texas-chainsaw-cheerleaders,1.6,-1,Sport,5.10b,1,40,47.43791,-121.68156
"Posthumous Joy and Elation","Chainsaw Wall > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108521829/posthumous-joy-and-elation,3.0,-1,Sport,5.10c,1,40,47.43791,-121.68156
"My Evil Plan","Chainsaw Wall > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108521844/my-evil-plan,2.9,-1,Sport,5.11b/c,1,40,47.43791,-121.68156
"Stihl Fingers","Chainsaw Wall > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/108521849/stihl-fingers,3.4,-1,Sport,5.12a,1,40,47.43791,-121.68156
"Firing Up Bob","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110709223/firing-up-bob,3.3,-1,Sport,5.10c,1,60,47.4378,-121.68289
"Andante Favori","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110708986/andante-favori,2.7,-1,Sport,5.10d,1,50,47.4378,-121.68289
Appassionata,"Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110708997/appassionata,3.7,-1,Sport,5.10d,1,65,47.4378,-121.68289
"Satoric Inclination","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110709179/satoric-inclination,2.5,-1,Sport,5.10d,1,60,47.4378,-121.68289
"Postinsanguififilacharymostality, an Opus Too Suite for Its Thyme","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119321500/postinsanguififilacharymostality-an-opus-too-suite-for-its-thyme,2.2,-1,Sport,5.10d,1,60,47.4378,-121.68289
"Give Your Shelf To Me","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110708972/give-your-shelf-to-me,2.0,-1,Sport,5.11c,1,50,47.4378,-121.68289
"Crescendo of the Sarcophagus Bleeding","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110709006/crescendo-of-the-sarcophagus-bleeding,3.8,-1,Sport,5.11c,1,70,47.4378,-121.68289
"Liberty Smack","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110709165/liberty-smack,3.0,-1,Sport,5.11d,1,60,47.4378,-121.68289
"Crawling from the Wreckage","Lost Resort > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/110709139/crawling-from-the-wreckage,3.6,-1,Sport,5.13a,1,65,47.4378,-121.68289
"Slumbersome Ridge","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109288396/slumbersome-ridge,2.4,-1,Sport,5.6,1,70,47.43686,-121.68239
"Autumnal Equinox","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120722128/autumnal-equinox,2.5,-1,Sport,5.7,1,50,47.43686,-121.68239
"When Roses Form","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120722085/when-roses-form,3.0,-1,Sport,5.10c,1,70,47.43686,-121.68239
"To Crest in Violent Slumber","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120722039/to-crest-in-violent-slumber,1.5,-1,Sport,5.11-,1,50,47.43686,-121.68239
"The Validity of Foreverness Twisted in Dripping Black Streaks","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118843472/the-validity-of-foreverness-twisted-in-dripping-black-streaks,2.0,-1,Sport,5.11c,1,55,47.43686,-121.68239
"Imbibing Knowledge From a Mortal Furnace","Slumbersome Ridge > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118843487/imbibing-knowledge-from-a-mortal-furnace,2.0,-1,Sport,5.11c,1,30,47.43686,-121.68239
"Quickening Climate Quandary","Upper Tier > Valley View East > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118836587/quickening-climate-quandary,1.0,-1,Sport,5.7,1,35,47.4378,-121.68339
"Patience on the Edge of Beauty","Upper Tier > Valley View East > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118836579/patience-on-the-edge-of-beauty,2.7,-1,Sport,5.11a,1,40,47.4378,-121.68339
"Above the Mantle","Lower Tier > Valley View East > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118836501/above-the-mantle,1.0,-1,Sport,5.10b,1,30,47.43786,-121.68346
"Raining Blood","Lower Tier > Valley View East > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118836522/raining-blood,2.0,-1,Sport,5.11b,1,50,47.43786,-121.68346
Passage,"Lower Tier > Valley View East > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/117137422/passage,3.5,-1,Sport,5.12b,1,70,47.43786,-121.68346
"El Astronato","Alpina > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118695155/el-astronato,2.0,-1,Sport,5.10b,1,40,47.43725,-121.68288
"Aperture Ecstasy in a Nocturne Divine","Alpina > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118687922/aperture-ecstasy-in-a-nocturne-divine,2.6,-1,Sport,5.11a,1,40,47.43725,-121.68288
"Green Budda","Alpina > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118687944/green-budda,3.4,-1,Sport,5.11b,1,45,47.43725,-121.68288
"Inverted Rain Ascending","Alpina > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118695137/inverted-rain-ascending,4.0,-1,Sport,5.12a,1,45,47.43725,-121.68288
"Salterello Presto","Presto Palace > Bob's Area > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118843509/salterello-presto,1.0,-1,Sport,5.11-,1,25,47.43717,-121.68277
"The Decisive Path of Emptiness","Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554691/the-decisive-path-of-emptiness,1.5,-1,Sport,5.10-,1,35,47.44008,-121.67477
"On the Eve of Armageddon","Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554707/on-the-eve-of-armageddon,1.0,-1,Sport,5.10b,1,40,47.44008,-121.67477
Windfall,"Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554717/windfall,2.0,-1,Sport,5.11a,1,40,47.44008,-121.67477
"Ice Screw Recovery Program","Windfall Wall > Mt Washington > Exit 38 > North Bend & Vicinity > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124554675/ice-screw-recovery-program,1.0,-1,Sport,5.11-,1,20,47.44008,-121.67477
